1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
5.411700678756185e-85,1.0,2.253936142755596e-84,1.0000000000000002
1.0,1.0,3.720393277751465e-120,407.1941135041284
182.8867242983419,144.08937609253672,151.76987111086387,700.2552400650109
695.384467682646,699.6632296888919,695.2917395532724,701.6056067768584
697.3861427758937,698.4542729410817,683.3456513899101,701.6674316926983
697.910326886222,687.2587450572739,697.4323601081129,701.7337402514102
698.4089053732748,694.46193073616,698.8968909750463,701.7830852221167
700.7750240242677,689.9181575774423,696.9163203066477,701.8409598945553
695.7381696786285,699.1704604094717,694.7598190060827,701.9053374585683
701.2808740287635,699.7076910905322,699.2807378917324,701.9769338841884
700.6249193025532,698.8681603066638,694.9942803640793,702.0600120208915
699.5758199470881,698.5842949063198,688.7791128885294,702.1518290300489
696.8816842430859,699.4194550317877,698.929741827079,702.2499311774891
694.6288724183721,697.1082060924317,687.4491107735239,702.3530457417677
695.6390291084415,698.4787685247554,698.9972361038415,702.4641425064217
698.8842286474313,698.9774084047241,691.8168904800374,702.586758033694
699.0388659832884,687.8777959588552,695.0368098704807,702.7198714323688
699.6585199504776,698.6939941716068,695.5295766997879,702.8617273729278
698.1248660859022,697.3897976213412,699.2619550042208,703.0126431987832
700.3328272320819,698.6669587455417,694.1005053875087,703.1731506711615
697.2923356828485,693.4633108093642,692.4859380012107,703.3430181178492
700.632150029613,692.3076199348516,699.731992195652,703.5207666932923
694.6568046608613,700.9459428195445,700.252525560527,703.7053324043807
700.482294710272,699.0082535872863,701.3011719815246,703.8979869162296
701.1955192858261,699.7687635551188,700.5229999658854,704.1058843853278
700.8385772600469,701.7379114914928,699.7357056537041,704.338570104921
701.288470412443,697.7528243384106,700.9168426644371,704.572891121102
701.1965366767338,700.1671591697946,700.6395695930872,704.7942597362111
701.4816394321464,696.186226568092,698.0079880895476,705.0524842784712
700.7329299845344,700.3796182343909,701.6148389238933,705.3226705288259
697.9050569034235,699.271894733637,697.7302283382714,705.6064030090855
701.8457967095121,701.0899630853385,700.6502884465472,705.9063839726676
701.8926867075281,700.6900672222908,697.6990823919424,706.2238958458602
